,レースID,レース日,レースタイトル,レースカテゴリ,レースクラス,レースルール,レース重量,レースコース,着順,枠,馬名ID,馬番,馬名,性齢,負担重量,騎手名,馬体重,馬体重(増減),調教師名,単勝人気
143,8,2021-11-14,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,13,8,123.0,17,コトブキテティス,4,56.0,柴田 善臣,440,-4,田島 俊明,16
144,8,2021-11-14,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,14,7,124.0,13,リュヌルージュ,6,56.0,富田 暁,474,-2,四位 洋文,17
145,8,2021-11-14,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,15,4,125.0,7,シャムロックヒル,4,56.0,団野 大成,502,10,佐々木 晶三,13
146,8,2021-11-14,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,16,5,1.0,9,ウインマリリン,4,56.0,横山 武史,472,-4,手塚 貴久,3
147,8,2021-11-14,エリザベス女王杯,3歳以上,オープン,国際牝指定,定量,2200メートル芝右,17,7,126.0,14,ロザムール,5,56.0,池添 謙一,494,-8,上原 博之,14
148,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,1,4,127.0,7,エフフォーリア,3,57.0,横山 武史,504,-10,鹿戸 雄一,2
149,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,2,7,90.0,13,タイトルホルダー,3,57.0,田辺 裕信,462,-4,栗田 徹,8
150,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,3,2,128.0,3,ステラヴェローチェ,3,57.0,吉田 隼人,500,0,須貝 尚介,6
151,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,4,1,129.0,1,アドマイヤハダル,3,57.0,C.ルメール,482,-2,大久保 龍志,3
152,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,5,3,130.0,6,ヨーホーレイク,3,57.0,岩田 望来,504,-2,友道 康夫,11
153,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,6,8,131.0,15,グラティアス,3,57.0,M.デムーロ,500,2,加藤 征弘,7
154,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,7,6,132.0,11,ディープモンスター,3,57.0,戸崎 圭太,444,-8,池江 泰寿,10
155,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,8,8,133.0,16,レッドベルオーブ,3,57.0,福永 祐一,478,2,藤原 英昭,9
156,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,9,3,134.0,5,ヴィクティファルス,3,57.0,池添 謙一,478,-2,池添 学,4
157,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,10,2,43.0,4,イルーシヴパンサー,3,57.0,大野 拓弥,472,2,久保田 貴士,15
158,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,11,5,135.0,10,シュヴァリエローズ,3,57.0,三浦 皇成,440,-4,清水 久詞,13
159,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,12,6,136.0,12,ワールドリバイバル,3,57.0,菱田 裕二,506,0,牧田 和弥,14
160,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,13,5,137.0,9,ラーゴム,3,57.0,北村 友一,516,4,斉藤 崇史,5
161,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,14,1,138.0,2,ルーパステソーロ,3,57.0,木幡 巧也,534,0,加藤 士津八,16
162,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,15,4,41.0,8,ダノンザキッド,3,57.0,川田 将雅,504,-8,安田 隆行,1
163,9,2021-04-18,皐月賞,3歳,オープン,国際牡牝指定,定量,2000メートル芝右,16,7,139.0,14,アサマノイタズラ,3,57.0,嶋田 純次,494,-6,手塚 貴久,12
164,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,1,5,23.0,5,ラッキーライラック,5,55.0,M.デムーロ,520,2,松永 幹夫,2
165,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,2,8,18.0,12,クロノジェネシス,4,55.0,北村 友一,454,-6,斉藤 崇史,4
166,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,3,6,54.0,8,ダノンキングリー,4,57.0,横山 典弘,456,-2,萩原 清,1
167,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,4,8,29.0,11,カデナ,6,57.0,鮫島 克駿,486,12,中竹 和也,11
168,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,5,4,30.0,4,ワグネリアン,5,57.0,福永 祐一,466,8,友道 康夫,5
169,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,6,7,140.0,10,ジナンボー,5,57.0,藤岡 佑介,484,-16,堀 宣行,9
170,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,7,3,33.0,3,ブラストワンピース,5,57.0,川田 将雅,542,-4,大竹 正博,3
171,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,8,5,27.0,6,レッドジェニアル,4,57.0,酒井 学,486,0,高橋 義忠,12
172,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,9,6,141.0,7,ステイフーリッシュ,5,57.0,岩田 康誠,464,-2,矢作 芳人,8
173,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,10,2,,2,,5,57.0,藤岡 康太,490,-8,堀 宣行,10
174,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,11,7,110.0,9,マカヒキ,7,57.0,L.ヒューイットソン,494,-12,友道 康夫,7
175,10,2020-04-05,大阪杯,4歳以上,オープン,国際指定,定量,2000メートル芝右,12,1,142.0,1,ロードマイウェイ,4,57.0,武 豊,474,-2,杉山 晴紀,6
176,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,1,2,143.0,2,コントレイル,2,55.0,福永 祐一,462,6,矢作 芳人,1
177,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,2,4,144.0,5,ヴェルトライゼンデ,2,55.0,O.マーフィー,492,2,池江 泰寿,3
178,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,3,5,145.0,7,ワーケア,2,55.0,C.ルメール,492,6,手塚 貴久,2
179,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,4,8,146.0,13,ラインベック,2,55.0,岩田 康誠,470,10,友道 康夫,6
180,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,5,7,147.0,11,オーソリティ,2,55.0,池添 謙一,508,10,木村 哲也,4
181,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,6,6,148.0,9,パンサラッサ,2,55.0,坂井 瑠星,456,-2,矢作 芳人,12
182,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,7,3,149.0,3,ブルーミングスカイ,2,55.0,田辺 裕信,464,0,角居 勝彦,7
183,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,8,7,150.0,10,ディアセオリー,2,55.0,三浦 皇成,482,2,高木 登,11
184,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,9,1,151.0,1,ブラックホール,2,55.0,石川 裕紀人,428,10,相沢 郁,5
185,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,10,8,152.0,12,ラグビーボーイ,2,55.0,北村 宏司,504,20,勢司 和浩,10
186,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,11,4,153.0,4,ガロアクリーク,2,55.0,丸山 元気,506,6,上原 博之,9
187,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,12,5,154.0,6,ナリノモンターニュ,2,55.0,M.デムーロ,492,10,上原 博之,8
188,11,2019-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,13,6,155.0,8,クリノブレーヴ,2,55.0,斎藤 新,460,2,長谷川 浩大,13
189,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,1,2,156.0,4,ノームコア,4,55.0,D.レーン,470,4,萩原 清,5
190,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,2,5,59.0,9,プリモシーン,4,55.0,福永 祐一,498,0,木村 哲也,4
191,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,3,2,157.0,3,クロコスミア,6,55.0,戸崎 圭太,440,-8,西浦 勝一,11
192,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,4,3,23.0,6,ラッキーライラック,4,55.0,石橋 脩,506,-4,松永 幹夫,1
193,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,5,6,158.0,11,アエロリット,5,55.0,横山 典弘,512,前計不,菊沢 隆徳,2
194,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,6,5,159.0,10,ミエノサクシード,6,55.0,川島 信二,466,-2,高橋 亮,17
195,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,7,8,160.0,17,サウンドキアラ,4,55.0,田辺 裕信,448,0,安達 昭夫,15
196,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,8,4,161.0,7,ミッキーチャーム,4,55.0,川田 将雅,446,0,中内田 充正,6
197,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,9,8,162.0,16,ソウルスターリング,5,55.0,武 豊,494,4,藤沢 和雄,8
198,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,10,7,163.0,14,レッツゴードンキ,7,55.0,岩田 康誠,502,-2,梅田 智之,13
199,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,11,1,58.0,2,レッドオルガ,5,55.0,北村 友一,450,0,藤原 英昭,3
200,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,12,4,164.0,8,デンコウアンジュ,6,55.0,柴田 善臣,454,-4,荒川 義之,10
201,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,13,7,165.0,13,サトノワルキューレ,4,55.0,内田 博幸,454,-10,角居 勝彦,14
202,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,14,1,166.0,1,アマルフィコースト,4,55.0,坂井 瑠星,456,-6,牧田 和弥,12
203,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,15,8,167.0,18,フロンテアクイーン,6,55.0,三浦 皇成,480,0,国枝 栄,9
204,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,16,6,168.0,12,ワントゥワン,6,55.0,中谷 雄太,454,-2,藤岡 健一,16
205,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,17,3,169.0,5,メイショウオワラ,5,55.0,秋山 真一郎,458,0,岡田 稲男,18
206,12,2019-05-12,ヴィクトリアマイル,サラ系4歳以上,オープン,国際牝指定,定量,1600メートル芝左,18,7,170.0,15,カンタービレ,4,55.0,M.デムーロ,434,-2,角居 勝彦,7
207,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,1,8,77.0,17,アドマイヤマーズ,3,57.0,M.デムーロ,472,2,友道 康夫,2
208,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,2,8,87.0,18,ケイデンスコール,3,57.0,石橋 脩,460,-6,安田 隆行,14
209,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,3,5,55.0,10,カテドラル,3,57.0,B.アヴドゥラ,476,-4,池添 学,7
210,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,4,2,171.0,3,ダノンチェイサー,3,57.0,川田 将雅,476,0,池江 泰寿,3
211,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,5,4,78.0,7,グランアレグリア,3,55.0,C.ルメール,474,-2,藤沢 和雄,1
212,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,6,4,172.0,8,ヴァルディゼール,3,57.0,北村 友一,446,-4,渡辺 薫彦,8
213,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,7,7,173.0,14,ハッピーアワー,3,57.0,吉田 隼人,442,-4,武 幸四郎,10
214,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,8,8,174.0,16,トオヤリトセイト,3,57.0,福永 祐一,470,-2,松下 武士,16
215,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,9,6,175.0,12,ワイドファラオ,3,57.0,内田 博幸,500,-12,角居 勝彦,9
216,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,10,3,176.0,6,グルーヴィット,3,57.0,D.レーン,488,2,松永 幹夫,4
217,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,11,3,177.0,5,マイネルフラップ,3,57.0,松岡 正海,464,-4,梅田 智之,15
218,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,12,1,178.0,2,プールヴィル,3,55.0,秋山 真一郎,412,-6,庄野 靖志,12
219,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,13,7,79.0,13,ファンタジスト,3,57.0,武 豊,482,2,梅田 智之,6
220,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,14,1,56.0,1,クリノガウディー,3,57.0,藤岡 佑介,488,0,藤沢 則雄,13
221,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,15,7,179.0,15,ヴィッテルスバッハ,3,57.0,戸崎 圭太,458,-4,池上 昌和,5
222,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,16,2,180.0,4,イベリス,3,55.0,浜中 俊,450,-2,角田 晃一,11
223,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,17,5,181.0,9,ミッキーブラック,3,57.0,岩田 康誠,474,4,音無 秀孝,17
224,13,2019-05-05,ＮＨＫマイルカップ,サラ系3歳,オープン,国際牡牝指定,定量,1600メートル芝左,18,6,182.0,11,ロードグラディオ,3,57.0,大野 拓弥,470,-4,西浦 勝一,18
225,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,1,7,183.0,7,オジュウチョウサン,11,63.0,石神 深一,510,-2,和田 正一郎,1
226,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,2,1,184.0,1,ブラゾンダムール,7,63.0,西谷 誠,486,-8,松永 幹夫,3
227,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,3,2,185.0,2,マイネルレオーネ,10,63.0,平沢 健治,408,-4,清水 久詞,5
228,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,4,6,186.0,6,ケンホファヴァルト,9,63.0,森 一馬,476,-8,森 秀行,2
229,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,5,8,187.0,8,ビレッジイーグル,5,63.0,大江原 圭,508,0,竹内 正洋,4
230,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,6,4,188.0,4,サトノパシュート,5,63.0,高田 潤,476,-6,高橋 康之,7
231,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,7,5,189.0,5,マイネルプロンプト,10,63.0,白浜 雄造,476,-6,坂口 智康,8
232,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,8,8,190.0,9,キタノテイオウ,7,63.0,上野 翔,466,-4,和田 雄二,9
233,14,2022-04-16,中山グランドジャンプ,障害4歳以上,オープン,国際,定量,4250メートル芝 外,9,3,191.0,3,マイサンシャイン,6,63.0,難波 剛健,478,2,五十嵐 忠男,6
234,15,2019-05-19,優駿牝馬オークス,サラ系3歳,オープン,国際牝指定,定量,2400メートル芝左,1,7,192.0,13,ラヴズオンリーユー,3,55.0,M.デムーロ,456,0,矢作 芳人,1
235,15,2019-05-19,優駿牝馬オークス,サラ系3歳,オープン,国際牝指定,定量,2400メートル芝左,2,5,193.0,10,カレンブーケドール,3,55.0,津村 明秀,460,-4,国枝 栄,12
236,15,2019-05-19,優駿牝馬オークス,サラ系3歳,オープン,国際牝指定,定量,2400メートル芝左,3,1,18.0,2,クロノジェネシス,3,55.0,北村 友一,432,-2,斉藤 崇史,2
